,y_test,y_pred,y_proba_0,y_proba_1
72324,0,1,0.4887365916293017,0.5112634083706983
66116,0,1,0.49559736452218317,0.5044026354778168
62239,0,1,0.4780590081693771,0.5219409918306229
85563,0,1,0.48053445075235324,0.5194655492476468
96375,0,0,0.5153670000791346,0.48463299992086545
37912,1,0,0.5216501325391658,0.47834986746083413
30499,0,1,0.4506292444173342,0.5493707555826658
51470,0,1,0.48221995318701993,0.5177800468129801
63914,0,1,0.4933816419368703,0.5066183580631297
101490,0,0,0.5127683481457967,0.4872316518542032
1089,0,0,0.5062548471293031,0.49374515287069687
86455,0,0,0.5196209148099821,0.48037908519001793
9815,0,0,0.5206064298524059,0.4793935701475941
22848,0,0,0.5061131405949,0.49388685940509996
78895,0,0,0.5216521338771914,0.47834786612280855
37462,0,1,0.4643944146712574,0.5356055853287426
35561,1,0,0.5053616723984219,0.4946383276015781
59470,0,0,0.5131619121999229,0.4868380878000771
47400,0,1,0.4948354080889191,0.5051645919110809
77680,0,0,0.5009969252095074,0.4990030747904926
12926,1,1,0.4984121477219281,0.5015878522780719
65059,0,1,0.482236021943402,0.517763978056598
32812,1,0,0.5249009940992144,0.4750990059007855
98486,0,1,0.4992087426533329,0.5007912573466671
96343,0,0,0.5186006502170732,0.4813993497829268
55687,0,1,0.4901171637020896,0.5098828362979104
28126,1,0,0.5109806722049351,0.48901932779506485
7426,0,1,0.4975648723725251,0.5024351276274749
8874,1,1,0.48996474837299875,0.5100352516270013
25244,1,1,0.4825663666205072,0.5174336333794928
48390,0,0,0.5339037440956476,0.4660962559043524
14293,1,0,0.5136566704762695,0.4863433295237305
11430,0,1,0.4993885583522738,0.5006114416477262
19185,0,0,0.5212844770031614,0.4787155229968386
60100,0,1,0.4960834955652489,0.5039165044347511
78151,0,0,0.5177629728073955,0.48223702719260453
43848,0,0,0.5035290799339485,0.4964709200660515
96859,0,1,0.49371954395910966,0.5062804560408903
30321,0,1,0.4732127554807871,0.5267872445192129
14017,0,1,0.4917796218405276,0.5082203781594724
68961,0,0,0.5127189587640414,0.4872810412359586
91019,0,0,0.501225906988791,0.498774093011209
48807,0,0,0.5107339052833968,0.48926609471660315
90569,0,0,0.5104157052293875,0.4895842947706125
9379,0,1,0.4997350447383113,0.5002649552616887
9131,0,0,0.5135300987951277,0.4864699012048723
92545,0,1,0.4881819070398641,0.5118180929601359
28223,0,1,0.48159201212419156,0.5184079878758084
24019,0,0,0.53327498551383,0.46672501448617
38434,0,1,0.47236999559075077,0.5276300044092492
20604,1,1,0.48453080047289043,0.5154691995271096
92802,1,0,0.5030038613811256,0.49699613861887443
60348,0,0,0.527644840171398,0.47235515982860193
79021,0,1,0.4878662668656607,0.5121337331343393
10521,0,0,0.5036817076481899,0.4963182923518102
7271,1,0,0.504424329409197,0.49557567059080293
95922,0,1,0.48923454454825455,0.5107654554517455
42562,0,0,0.5025404993227833,0.49745950067721667
1347,1,1,0.4902462336143958,0.5097537663856042
49339,0,0,0.5026404854359,0.4973595145641
31271,0,0,0.500930851219601,0.499069148780399
89503,0,1,0.4905236513724335,0.5094763486275665
52648,0,1,0.4884181274090559,0.5115818725909441
87687,0,1,0.49788664070970057,0.5021133592902994
85248,0,1,0.48227052142445836,0.5177294785755416
39222,1,0,0.5136282090603694,0.4863717909396306
56750,0,0,0.5028003129544654,0.4971996870455346
12840,0,1,0.49717849723708396,0.502821502762916
88577,1,1,0.48448643652689805,0.515513563473102
92696,0,1,0.49928234707116315,0.5007176529288369
22603,1,1,0.4631074460296549,0.5368925539703451
11131,0,0,0.5123096569212872,0.48769034307871284
92820,0,0,0.5161197913723622,0.4838802086276378
38715,0,0,0.5198439033131904,0.4801560966868096
20168,0,1,0.45560952837652136,0.5443904716234786
32712,0,0,0.505377962751723,0.494622037248277
81687,1,1,0.4858527088328909,0.5141472911671091
69636,1,0,0.521188120555739,0.47881187944426096
51099,1,0,0.524436653606704,0.47556334639329595
89593,0,0,0.5304271373706095,0.46957286262939046
49530,0,0,0.5310888976030795,0.46891110239692047
49479,0,0,0.5082867100902617,0.49171328990973834
39936,0,0,0.5066416045789315,0.4933583954210686
100632,0,0,0.5377858985996609,0.4622141014003391
44926,0,0,0.5083657739530516,0.49163422604694834
68397,1,1,0.4976762334829914,0.5023237665170086
11249,0,0,0.5042190045462325,0.49578099545376747
38926,0,0,0.5120005712692122,0.4879994287307878
48203,1,1,0.4759971351315687,0.5240028648684313
80900,0,0,0.5067430791077288,0.49325692089227124
42669,0,0,0.5029594779898531,0.4970405220101469
34499,0,1,0.48744874954396,0.51255125045604
59924,0,1,0.46681877443285125,0.5331812255671488
89897,0,0,0.5010631869246345,0.4989368130753656
24163,0,1,0.4992116333251263,0.5007883666748737
77707,0,0,0.5110617500804779,0.4889382499195221
35956,0,0,0.5201451010794322,0.4798548989205678
5240,0,0,0.5084167590298065,0.4915832409701935
49270,0,0,0.5368856849825048,0.4631143150174952
8406,0,0,0.501730970054588,0.49826902994541195
85789,0,0,0.5166943540771436,0.4833056459228564
11918,0,0,0.5049905740929024,0.4950094259070976
54556,0,1,0.49867417364101374,0.5013258263589863
51590,0,1,0.49950380214158163,0.5004961978584184
55354,0,0,0.5014038468327763,0.4985961531672237
89198,0,0,0.5027609655156515,0.4972390344843485
77376,0,0,0.5287467585215901,0.4712532414784098
99528,0,1,0.492986464827481,0.507013535172519
6810,0,0,0.5128995943062212,0.48710040569377877
26734,1,1,0.47951441283095486,0.5204855871690451
47240,1,1,0.4555365142735929,0.5444634857264071
95174,0,0,0.5059840775826697,0.4940159224173303
20197,0,1,0.4932898470424064,0.5067101529575936
95726,0,0,0.5043173650611121,0.4956826349388879
90948,0,0,0.5118861335057467,0.4881138664942532
95918,0,1,0.48812002032709545,0.5118799796729046
38010,1,0,0.5135568635972685,0.48644313640273157
8331,0,1,0.4952088523154837,0.5047911476845163
90961,0,1,0.49498046363863035,0.5050195363613696
18733,0,0,0.5198382936176469,0.48016170638235317
13973,0,0,0.5098286651091982,0.4901713348908018
1260,0,0,0.501077440189685,0.49892255981031497
78283,0,1,0.4949575616844296,0.5050424383155704
31028,1,0,0.51877663400109,0.48122336599891
71325,0,1,0.4882712143710316,0.5117287856289684
97444,0,0,0.5014512701466336,0.49854872985336646
60123,0,1,0.4832861657293267,0.5167138342706733
76482,1,0,0.5043956284763569,0.4956043715236432
77308,0,0,0.5083036557556823,0.49169634424431774
22092,0,1,0.47460257556422736,0.5253974244357726
57292,0,1,0.48355385160619724,0.5164461483938028
63162,0,1,0.48686522543964783,0.5131347745603522
70486,0,0,0.5105390345502727,0.4894609654497272
27546,0,1,0.4887581228039065,0.5112418771960935
93590,0,1,0.4912457497493584,0.5087542502506416
26273,0,0,0.5043342200643617,0.4956657799356383
81838,0,1,0.4790288599255673,0.5209711400744327
6489,0,1,0.49994955018215415,0.5000504498178459
77500,0,0,0.504150615826375,0.495849384173625
43666,0,1,0.495872267880468,0.504127732119532
62134,0,1,0.49626721820549935,0.5037327817945007
55606,0,0,0.5167498960567298,0.4832501039432701
51957,0,0,0.510190239591144,0.4898097604088561
44919,0,0,0.5022202910061122,0.49777970899388774
63269,0,0,0.5031828596115341,0.4968171403884659
10490,0,0,0.5254733597251959,0.47452664027480407
42817,0,0,0.5013116725538413,0.49868832744615865
64758,0,0,0.5034651911770618,0.4965348088229382
36364,0,1,0.4893118839642788,0.5106881160357212
20022,0,0,0.5068851040650701,0.4931148959349299
57869,1,1,0.4719899882305194,0.5280100117694806
17710,0,0,0.511584195790271,0.48841580420972897
2966,0,0,0.501492653017176,0.49850734698282395
68987,0,1,0.49038634215021204,0.509613657849788
6900,0,1,0.47046809671890055,0.5295319032810994
79825,1,1,0.4940607198496566,0.5059392801503434
51674,0,1,0.471557260820301,0.528442739179699
33758,0,1,0.4768312828581235,0.5231687171418765
44172,0,0,0.5454003555463949,0.4545996444536051
1560,0,1,0.4875506814250993,0.5124493185749007
54796,0,1,0.4910974621741988,0.5089025378258012
2579,0,1,0.4995243599970818,0.5004756400029182
33270,0,0,0.5038030085967111,0.4961969914032889
60131,0,1,0.47963773089780093,0.5203622691021991
27856,1,1,0.4874241616117525,0.5125758383882475
93537,0,0,0.5057969385926052,0.4942030614073948
23376,0,0,0.5204977345222228,0.47950226547777725
77467,1,1,0.48553579496396937,0.5144642050360306
84797,0,1,0.47323825955368837,0.5267617404463116
53495,0,1,0.48008138458128224,0.5199186154187178
81929,0,1,0.4523924066842342,0.5476075933157658
82366,0,0,0.5037937324218933,0.4962062675781067
30506,0,0,0.5172852484476655,0.48271475155233445
13714,0,1,0.4692121997198637,0.5307878002801363
9464,0,1,0.497401189775627,0.502598810224373
90439,0,1,0.47366196727668053,0.5263380327233195
90130,0,0,0.5233988735806153,0.4766011264193847
29306,0,0,0.5070773468228789,0.4929226531771212
99780,0,0,0.5327945409360018,0.4672054590639983
1331,0,1,0.4928079210024442,0.5071920789975558
16061,0,0,0.5207482488201216,0.47925175117987845
98521,0,0,0.5264988677920015,0.47350113220799855
53983,0,1,0.4806567529358543,0.5193432470641457
32149,0,1,0.4834399436431135,0.5165600563568865
3243,0,0,0.500393602045492,0.499606397954508
74912,0,1,0.4916640403033077,0.5083359596966923
57331,0,1,0.48544728774447543,0.5145527122555246
17435,0,1,0.47597103278476294,0.5240289672152371
37045,0,1,0.4743785341894611,0.5256214658105389
71323,0,0,0.5027443540641716,0.49725564593582844
20949,0,1,0.478519120690281,0.521480879309719
11479,0,0,0.5045077862899098,0.4954922137100902
88385,0,0,0.5052715247286169,0.4947284752713831
28458,0,1,0.46713754946518327,0.5328624505348167
36355,0,1,0.4775266444073555,0.5224733555926445
30145,0,0,0.5058413763543299,0.4941586236456701
30720,0,0,0.5271512824136038,0.47284871758639624
45970,0,1,0.4784765452140415,0.5215234547859585
55869,0,1,0.49603984696928616,0.5039601530307138
59910,0,0,0.5312378709158263,0.46876212908417375
81537,0,1,0.4931253470918052,0.5068746529081948
43132,0,1,0.4919634855055649,0.5080365144944351
33961,0,0,0.5080021694349526,0.4919978305650475
28912,0,0,0.5106614727909577,0.48933852720904225
10306,0,1,0.4900801822449641,0.5099198177550359
63629,0,0,0.5074085127495798,0.4925914872504202
25783,0,0,0.5149443567452123,0.48505564325478767
3966,0,0,0.5365026284145655,0.4634973715854345
28642,0,1,0.4992811695173982,0.5007188304826018
94094,0,0,0.5076417601853485,0.4923582398146516
18632,0,1,0.49573756726975926,0.5042624327302407
11543,0,1,0.47994242410123666,0.5200575758987633
43421,0,0,0.503966000536147,0.496033999463853
28700,1,1,0.4981476105399846,0.5018523894600154
97252,0,0,0.5196632644689272,0.4803367355310728
5728,0,0,0.5074147767495625,0.4925852232504375
3774,0,0,0.504041056776344,0.49595894322365597
22600,1,0,0.5337897822684475,0.46621021773155247
36098,0,1,0.4956272000731713,0.5043727999268287
16126,0,0,0.5200437764739068,0.4799562235260932
47899,0,1,0.4864833750006595,0.5135166249993405
50228,0,1,0.4877638149268114,0.5122361850731886
32896,0,1,0.4737352242540851,0.5262647757459149
85911,0,0,0.515743807884445,0.484256192115555
29102,0,1,0.48823085656975507,0.5117691434302449
90711,0,0,0.5447281681709604,0.45527183182903963
98673,0,0,0.5075195089376556,0.4924804910623444
1244,0,1,0.49567126940141426,0.5043287305985857
73049,0,1,0.49006202080682293,0.5099379791931771
36189,0,0,0.5121944710138573,0.48780552898614277
325,0,1,0.4765850548855791,0.5234149451144209
22519,0,0,0.5076824785412879,0.49231752145871205
20966,0,0,0.5009670298987021,0.4990329701012979
34787,0,1,0.46342829880247305,0.536571701197527
3652,0,1,0.4684474494086617,0.5315525505913383
86925,0,0,0.5115646953325448,0.4884353046674552
89909,0,0,0.5053938774126483,0.49460612258735165
8128,1,0,0.5094826329616345,0.49051736703836546
99934,0,1,0.490319137446226,0.509680862553774
26107,0,0,0.5021007904097836,0.49789920959021644
73242,0,0,0.5250406877845741,0.4749593122154258
37719,0,1,0.47179993740087156,0.5282000625991284
84614,0,1,0.4630841490717973,0.5369158509282027
16334,0,1,0.4808322669185646,0.5191677330814354
57472,0,1,0.49367764997577723,0.5063223500242228
68599,0,0,0.5244172691249799,0.4755827308750201
88639,0,1,0.49872741506518437,0.5012725849348156
17820,0,0,0.5271279848929353,0.4728720151070647
45126,0,1,0.4982739429289853,0.5017260570710147
101753,0,0,0.5100008049642605,0.4899991950357395
48968,0,0,0.5175877442635021,0.48241225573649793
8603,0,1,0.4877379096419484,0.5122620903580516
14923,0,0,0.504771107839722,0.495228892160278
10774,0,0,0.5293944745644477,0.4706055254355524
56061,0,1,0.46181398174551724,0.5381860182544828
70890,1,1,0.49110573633036836,0.5088942636696316
20529,0,0,0.5284695366488885,0.4715304633511115
79578,0,0,0.5259859293416798,0.4740140706583203
99440,1,0,0.5012676510736878,0.49873234892631224
46396,0,1,0.4929975235368028,0.5070024764631972
58341,0,1,0.48661364504517557,0.5133863549548244
7152,0,1,0.48067499740377884,0.5193250025962212
8347,1,1,0.4830815630916113,0.5169184369083887
46434,0,0,0.503035012009267,0.496964987990733
63219,0,1,0.48916533242294513,0.5108346675770549
5449,0,0,0.5129282291668678,0.4870717708331323
33996,0,0,0.5030519543844564,0.4969480456155436
7216,0,0,0.5126882671852744,0.4873117328147256
23571,1,1,0.4595105668320657,0.5404894331679343
82173,0,1,0.4970268720042421,0.5029731279957579
27176,0,1,0.4963853957897072,0.5036146042102928
58874,0,0,0.536918285559419,0.46308171444058094
78874,1,0,0.5082278385729083,0.4917721614270917
24670,0,0,0.5010998100028896,0.4989001899971104
78848,0,0,0.5028919611859618,0.4971080388140382
94709,0,0,0.5065118053516864,0.4934881946483136
62654,0,1,0.4885730301883404,0.5114269698116596
99155,0,0,0.5100169205954039,0.4899830794045961
48729,0,1,0.4905940073463204,0.5094059926536796
12936,0,0,0.5175272056281077,0.4824727943718922
7655,0,0,0.5147190667021244,0.48528093329787564
22766,0,0,0.5076640523785423,0.49233594762145777
6329,0,1,0.4810622711023155,0.5189377288976845
8022,0,1,0.4965250271841729,0.5034749728158271
91129,0,0,0.5127068576703582,0.4872931423296418
75879,0,1,0.48644044431842715,0.5135595556815729
32745,0,1,0.49821408098379216,0.5017859190162078
83972,0,0,0.5121235006704186,0.48787649932958144
50881,0,1,0.49676003818884484,0.5032399618111552
55094,1,0,0.5089180632145563,0.49108193678544365
11932,0,0,0.5051333636531539,0.49486663634684613
17157,0,1,0.4827348982050853,0.5172651017949147
63964,0,1,0.49499991717640823,0.5050000828235918
13284,0,1,0.4998499445048944,0.5001500554951056
1264,0,1,0.47320096526853994,0.5267990347314601
49293,0,0,0.5229035126841259,0.47709648731587406
8858,1,0,0.500051231755942,0.49994876824405793
81984,0,1,0.481216271479455,0.518783728520545
40971,0,0,0.5132658150679653,0.4867341849320347
11348,0,0,0.5041018450392355,0.4958981549607645
45120,0,0,0.5233816538042153,0.4766183461957847
59072,0,0,0.5105933969378526,0.48940660306214745
11905,0,1,0.481420259994115,0.518579740005885
79385,0,1,0.47772862425497153,0.5222713757450285
41201,1,0,0.5114664073702382,0.48853359262976176
72759,0,0,0.5029951689482841,0.4970048310517159
21238,0,1,0.4861719779688708,0.5138280220311292
16273,1,1,0.48126863359983896,0.518731366400161
5176,0,1,0.4765051221305452,0.5234948778694548
8408,0,0,0.5094557982519468,0.49054420174805324
10205,0,1,0.4854278458358201,0.5145721541641799
28686,0,0,0.5388350980828347,0.4611649019171653
19022,0,1,0.48334322259896034,0.5166567774010397
81055,0,0,0.5147699098375336,0.48523009016246643
63979,0,1,0.47187299110981673,0.5281270088901833
95898,1,1,0.47962267439482986,0.5203773256051701
20861,0,1,0.48769840810043896,0.512301591899561
98714,0,0,0.5046156687891006,0.4953843312108994
46204,0,0,0.500824782469498,0.4991752175305019
77449,0,0,0.5043807301855225,0.49561926981447746
42852,0,1,0.48905724317373556,0.5109427568262644
52618,0,1,0.47815738989926715,0.5218426101007329
85821,0,0,0.5097038518004089,0.4902961481995911
86172,0,1,0.4649253036879635,0.5350746963120365
75972,0,0,0.5192519456998016,0.4807480543001984
40947,0,0,0.5052320420515886,0.49476795794841144
45313,0,1,0.49190589528630413,0.5080941047136959
63976,0,0,0.5058727249533337,0.49412727504666637
30553,0,0,0.5017235933031627,0.4982764066968373
66015,1,1,0.49371712624064534,0.5062828737593547
56011,1,0,0.5022346958658195,0.4977653041341806
97182,0,0,0.5017895860217689,0.4982104139782311
98605,0,1,0.48116834399537245,0.5188316560046276
19961,0,0,0.5231688526557117,0.4768311473442884
93466,0,0,0.510763839065038,0.4892361609349621
47329,1,0,0.5101917255444802,0.4898082744555198
98986,0,0,0.5031459184257139,0.49685408157428607
68928,0,0,0.5171974817636822,0.4828025182363178
40106,0,1,0.49138444184114305,0.508615558158857
43990,0,0,0.5107475419147081,0.48925245808529194
6115,0,0,0.5286260034934125,0.47137399650658746
32433,0,1,0.4896907849435487,0.5103092150564513
13219,0,0,0.5168744652301428,0.4831255347698572
95502,0,0,0.5096751414165064,0.49032485858349356
92773,0,1,0.46414122887072695,0.535858771129273
5075,0,0,0.5126220253571536,0.4873779746428464
40128,1,0,0.5188266498278498,0.4811733501721502
55267,0,0,0.5064149903167804,0.4935850096832196
101238,0,0,0.5090584112369725,0.49094158876302746
3174,0,0,0.5011434907565427,0.49885650924345726
16803,1,0,0.502804925872446,0.49719507412755404
16713,0,0,0.5192232012236777,0.48077679877632234
14771,0,0,0.5170176614050805,0.4829823385949195
90886,0,1,0.45988278560922324,0.5401172143907768
92005,0,0,0.5053210139004338,0.4946789860995662
25634,0,0,0.5183703510943278,0.48162964890567217
98019,0,1,0.47458503046508205,0.525414969534918
33561,0,1,0.46022755692381756,0.5397724430761824
63592,0,1,0.494735291216567,0.505264708783433
12131,0,0,0.5039034269515323,0.4960965730484677
99193,0,1,0.4923435803940863,0.5076564196059137
42197,1,0,0.5019856325543732,0.4980143674456268
79063,0,1,0.48745549043974346,0.5125445095602565
523,0,1,0.4802405884814762,0.5197594115185238
92481,0,0,0.5082155756150346,0.4917844243849654
11542,0,0,0.5151556083855826,0.48484439161441745
62343,1,1,0.4702443457095363,0.5297556542904637
39511,0,0,0.5178119085352704,0.48218809146472963
46520,0,1,0.4937146872967504,0.5062853127032496
62363,0,0,0.5380400304673523,0.4619599695326478
44169,1,0,0.5069111744444783,0.4930888255555217
87673,0,0,0.5088411536309254,0.49115884636907453
65120,0,0,0.5169992226697895,0.4830007773302106
7796,0,1,0.4645793728476296,0.5354206271523704
41810,0,0,0.5174303967756373,0.48256960322436265
37528,0,1,0.4929606766033243,0.5070393233966757
39333,0,0,0.5093023794381025,0.4906976205618975
66081,0,1,0.47546455908141183,0.5245354409185882
44252,0,1,0.4755233853235554,0.5244766146764446
23064,0,0,0.5086686399624019,0.4913313600375981
66418,0,0,0.5008803775986215,0.4991196224013786
31621,0,1,0.4781077007405591,0.5218922992594409
76331,0,1,0.4918199834255821,0.5081800165744179
1430,0,1,0.48502788075350656,0.5149721192464934
96185,0,0,0.5109752763125004,0.48902472368749966
9154,0,1,0.4894107138597711,0.5105892861402289
22880,0,1,0.48392462611949616,0.5160753738805038
19547,0,1,0.4956580516765229,0.5043419483234771
19995,0,1,0.4878223907052436,0.5121776092947564
47485,0,1,0.49862128766232194,0.5013787123376781
51865,0,1,0.46223028993565785,0.5377697100643422
1831,0,0,0.5155644716287968,0.48443552837120324
78234,0,1,0.4966698010721601,0.5033301989278399
41727,1,0,0.5182714586019206,0.4817285413980794
44262,0,0,0.5185344392497991,0.48146556075020086
15550,0,1,0.46339428195497767,0.5366057180450223
88075,1,0,0.5011602483913447,0.49883975160865535
83771,0,0,0.519556540095198,0.4804434599048019
87929,0,1,0.49371773622985915,0.5062822637701409
85760,0,0,0.5177133020598919,0.4822866979401082
93020,0,1,0.4918113643062566,0.5081886356937434
42955,0,1,0.4889996604326996,0.5110003395673004
49144,0,1,0.4797297265048057,0.5202702734951943
51896,0,0,0.502944200903281,0.4970557990967191
18997,0,1,0.4782559113707928,0.5217440886292072
7162,0,0,0.5060743245965762,0.49392567540342375
79792,0,0,0.5171480837057262,0.4828519162942738
48138,0,1,0.48013925228069554,0.5198607477193045
84420,1,1,0.49688691586213773,0.5031130841378623
4104,0,1,0.49210157844343405,0.507898421556566
28088,0,1,0.4877195228994302,0.5122804771005698
33694,0,1,0.49586809947174015,0.5041319005282598
